"id","gov_id","gov_code","gov_name","site_name","site_type_code","entry_type_code","index_url","entry_url","more_info"
"13","33","120118","天津市|静海区","静海政务公众信息网","1","1","http://www.tjjh.gov.cn","http://www.tjjh.gov.cn/12345/lb/index.shtml",
"14","32","120117","天津市|宁河区","天津市宁河区政务网","1","1","http://www.ninghe.gov.cn","http://ms.enorth.com.cn/zmljl/quxian/ninghe/",
"15","2871","610631","陕西省|延安市|黄龙县","黄龙政务网","1","1","http://www.hlx.gov.cn","http://www.hlx.gov.cn/xzxx.jsp?urltype=tree.TreeTempUrl&wbtreeid=1147",
"16","2863","610623","陕西省|延安市|子长县","子长县人民政府","1","1","http://www.zichang.gov.cn","http://www.zichang.gov.cn/news_list.rt?channlId=369",
"17","101","130481","河北省|邯郸市|武安市","武安市人民政府","1","1","http://www.wuan.gov.cn","http://www.wuan.gov.cn/zwtslist.html",
"18","145","130682","河北省|保定市|定州市","定州市人民政府","1","1","http://www.dzs.gov.cn","http://www.dzs.gov.cn/zfwz/Wyts/list.htm?category=2",
"19","3147","652923","新疆维吾尔自治区|阿克苏地区|库车县","库车县人民政府","1","1","http://www.xjkc.gov.cn","http://www.xjkc.gov.cn/cat/cat99/index.html",
"20","3115","650421","新疆维吾尔自治区|吐鲁番市|鄯善县","鄯善县人民政府网","1","1","http://www.xjss.gov.cn/xjssx/index.htm","http://www.xjss.gov.cn/webpub/jsp/10132.jsp?mailToGroup=10080",
"21","51","130129","河北省|石家庄市|赞皇县","赞皇县人民政府","1","1","http://www.zanhuang.gov.cn","http://www.zanhuang.gov.cn/website/hdjl/hdjllist_183.html",
"22","86","130406","河北省|邯郸市|峰峰矿区","邯郸峰峰矿区政府门户网","1","1","http://www.ff.gov.cn/","http://www.ff.gov.cn/queslist.do",
"23","3063","632726","青海省|玉树藏族自治州|曲麻莱县","曲麻莱县政府网站","1","1","http://www.qumalai.gov.cn","http://www.qumalai.gov.cn/html/1799/list.html",
"24","3061","632724","青海省|玉树藏族自治州|治多县","治多县人民政府网站","1","1","http://www.zhiduo.gov.cn","http://www.zhiduo.gov.cn/webaspx/List_ly.aspx?id=39",
"25","3060","632723","青海省|玉树藏族自治州|称多县","称多县政府网站","1","1","http://www.chengduo.gov.cn","http://www.chengduo.gov.cn/webaspx/List_ly.aspx?id=30",
"26","3052","632622","青海省|果洛藏族自治州|班玛县","果洛州班玛县人民政府","1","1","http://www.banma.gov.cn","http://www.banma.gov.cn/html/3154/list.html",
"27","3051","632621","青海省|果洛藏族自治州|玛沁县","玛沁县人民政府","1","1","http://www.maqin.gov.cn","http://www.maqin.gov.cn/webaspx/List_ly.aspx?id=13",
"28","2973","621000","甘肃省|庆阳市","中国庆阳政府门户网站","1","1","http://www.zgqingyang.gov.cn","http://www.zgqingyang.gov.cn/petition/list",
"29","3034","632200","青海省|海北藏族自治州","海北州人民政府门户网","1","1","http://www.qhhb.gov.cn","http://www.qhhb.gov.cn/webaspx/List_ly.aspx?id=2",
"30","3032","630224","青海省|海东市|化隆回族自治县","化隆县人民政府","1","1","http://www.hdhl.gov.cn","http://www.hdhl.gov.cn/html/10669/list.html",
"31","2884","610730","陕西省|汉中市|佛坪县","中国佛坪","1","1","http://www.foping.gov.cn","http://www.foping.gov.cn/hdjl/xzxx/",
"32","2861","610621","陕西省|延安市|延长县","延长县人民政府公众信息网","1","1","http://www.yanchangxian.gov.cn","http://www.yanchangxian.gov.cn/mail_list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1050",
"33","2859","610600","陕西省|延安市","延安市人民政府","1","1","http://www.yanan.gov.cn","http://www.yanan.gov.cn/appeal/list.jsp?model_id=1",
"34","2858","610582","陕西省|渭南市|华阴市","华阴市人民政府","1","1","http://www.huayin.gov.cn","http://www.huayin.gov.cn/news_list.rt?channlId=92",
"35","2591","530322","云南省|曲靖市|陆良县","陆良县人民政府门户网站","1","1","http://www.ll.yn.gov.cn","http://xfservice.yn.gov.cn/gateway/indexAccepts.do?code=530322000000",
"36","2923","620111","甘肃省|兰州市|红古区","兰州市红古区政府网站","1","1","http://hgq.lanzhou.gov.cn","http://www.lanzhou.gov.cn/lm/front/mailpublist.jsp?sysid=005&sess=0&groupid=0070",
"37","2696","532927","云南省|大理白族自治州|巍山彝族回族自治县","巍山县人民政府门户","1","1","http://www.ws.yn.gov.cn","http://xfservice.yn.gov.cn/gateway/indexAccepts.do?code=532927000000",
"38","2544","522623","贵州省|黔东南苗族侗族自治州|施秉县","施秉县人民政府门户网站","1","1","http://www.qdnsb.gov.cn/index.shtml","http://www.qdnsb.gov.cn/zmhd/xzxx/wyxx/list.html?num=2",
"39","2536","522324","贵州省|黔西南布依族苗族自治州|晴隆县","晴隆县区域概况","1","1","http://www.gzql.gov.cn","http://www.gzql.gov.cn/zmhd/",
"40","2506","520402","贵州省|安顺市|西秀区","西秀区人民政府","1","1","http://www.xixiu.gov.cn","http://www.xixiu.gov.cn/zmhd/qzxx/qzxxbd/index.html",
"41","2501","520329","贵州省|遵义市|余庆县","中国·遵义·余庆政府门户网站","1","1","http://www.zgyq.gov.cn","http://www.zgyq.gov.cn/yqbcms/front/expand/index.do?expandid=1&siteid=1&islist=1",
"42","2409","511826","四川省|雅安市|芦山县","芦山县电子政务门户网站","1","1","http://www.yals.gov.cn","http://xx.yaan.gov.cn/v2/mailbox.aspx?id=a39b8f25-9d9d-4712-b675-2cb72011241c",
"43","2490","520300","贵州省|遵义市","中国遵义市人民政府","1","1","http://www.zunyi.gov.cn","http://www.zunyi.gov.cn/hdjl/szxx/",
"44","2482","520122","贵州省|贵阳市|息烽县","息烽县人民政府","1","1","http://www.xifeng.gov.cn","http://www.xifeng.gov.cn/hdjl/xzxx/xjgs/",
"45","2328","510802","四川省|广元市|利州区","广元市利州区人民政府","1","1","http://www.lzq.gov.cn","http://www.lzqw.gov.cn/sjleader_list.jsp",
"46","2328","510802","四川省|广元市|利州区","广元市利州区人民政府","1","1","http://www.lzq.gov.cn","http://www.lzqw.gov.cn/qzleader_list.jsp",
"47","2373","511423","四川省|眉山市|洪雅县","洪雅县人民政府","1","1","http://www.schy.gov.cn","http://www.schy.gov.cn/zxzx.jsp?urltype=tree.TreeTempUrl&wbtreeid=1043",
"48","2203","460105","海南省|海口市|秀英区","海南省海口市秀英区政府","1","1","http://xyqzf.haikou.gov.cn/","http://old.hainanxf.gov.cn/web/wsxf/more.jsp?orgCode=460105000010&type=ldxx",
"49","2056","441881","广东省|清远市|英德市","英德市人民政府门户网站","1","1","http://www.yingde.gov.cn","http://www.yingde.gov.cn/wbCommunicateAction.do?action=communicateList&forwardName=allCommunicateList&pageSize=30",
"50","3106","650109","新疆维吾尔自治区|乌鲁木齐市|米东区","乌鲁木齐米东区政府","1","1","http://www.xjmd.gov.cn","http://www.xjmd.gov.cn/structure/zmhd/sjxxlb",
"51","3106","650109","新疆维吾尔自治区|乌鲁木齐市|米东区","乌鲁木齐米东区政府","1","1","http://www.xjmd.gov.cn","http://www.xjmd.gov.cn/structure/zmhd/qzxxlb",
"52","880","320830","江苏省|淮安市|盱眙县","“中国盱眙”","1","1","http://www.xuyi.gov.cn","http://180.100.74.168:81/bmyxbj/index.html",
"53","2133","450602","广西壮族自治区|防城港市|港口区","广西壮族自治区防城港市港口区政府","1","1","http://www.gkq.gov.cn","http://www.gkq.gov.cn/plus/guestbook.php?type=xx",
"54","1884","431002","湖南省|郴州市|北湖区","欢迎您光临北湖区政府门户网站","1","1","http://www.czbeihu.gov.cn","http://www.czbeihu.gov.cn/webapp/bh/email/index.jsp",
"55","1940","440106","广东省|广州市|天河区","天河区人民政府","1","1","http://www.thnet.gov.cn","http://thxf.thnet.gov.cn/algk/",
"56","1938","440104","广东省|广州市|越秀区","广州市越秀区信息网","1","1","http://www.yuexiu.gov.cn","http://yxxf.yuexiu.gov.cn/algk/",
"57","2001","440883","广东省|湛江市|吴川市","吴川市人民政府门户网站","1","1","http://www.gdwc.gov.cn","http://www.zjxfj.gov.cn/portal/findItemList.action?xfsjsz=sj&orgCode=abceb359a7c34b079679fb63cd6d56b7",
"58","2001","440883","广东省|湛江市|吴川市","吴川市人民政府门户网站","1","1","http://www.gdwc.gov.cn","http://www.zjxfj.gov.cn/portal/findItemList.action?xfsjsz=sz&orgCode=abceb359a7c34b079679fb63cd6d56b7",
"59","1678","411728","河南省|驻马店市|遂平县","遂平县人民政府>>首页","1","1","http://www.suiping.gov.cn","http://www.suiping.gov.cn/GuestBook/",
"60","1660","411621","河南省|周口市|扶沟县","扶沟政务网","1","1","http://www.fugou.gov.cn","http://www.fugou.gov.cn/email/!!xz@!@!@xz@!/@xzno.1.asp?action=View_Words",
"61","1710","420325","湖北省|十堰市|房县","房县政府网","1","1","http://www.fangxian.gov.cn/","http://www.shiyan.gov.cn/zwhd/web/webindex.action?sendOrg=92",
"62","1728","420606","湖北省|襄阳市|樊城区","樊城区人民政府","1","1","http://www.fc.gov.cn","http://www.xiangyang.gov.cn/zmhd/szxx/",
"63","1555","410482","河南省|平顶山市|汝州市","中国汝州市政府门户网站","1","1","http://www.ruzhou.gov.cn","http://www.ruzhou.gov.cn/mailbox.list.dhtml",
"64","1545","410400","河南省|平顶山市","欢迎来到平顶山市人民政府门户网","1","1","http://www.pds.gov.cn","http://www.pds.gov.cn/channels/1027.html",
"65","930","330122","浙江省|杭州市|桐庐县","桐庐县政府信息公开门户网站","1","1","http://www.tonglu.gov.cn","http://www.zjzxts.gov.cn/sun/satisfaction?page=xjgk&gkbz=1&xfxs=0600&areacode=330122",
"66","681","230227","黑龙江省|齐齐哈尔市|富裕县","富裕县人民政府","1","1","http://www.fuyu.gov.cn","http://www.fuyu.gov.cn/zykj_fy/Listzxts.zykj",
"67","673","230205","黑龙江省|齐齐哈尔市|昂昂溪区","昂昂溪区政务网","1","1","http://www.aax.gov.cn","http://www.aax.gov.cn/Hdjl_showzxList.action",
"68","670","230202","黑龙江省|齐齐哈尔市|龙沙区","齐齐哈尔市龙沙区","1","1","http://www.qqhrlsq.gov.cn","http://www.qqhrlsq.gov.cn/hdjl/",
"71","474","210114","辽宁省|沈阳市|于洪区","沈阳市于洪区政府网站","1","1","http://www.syyh.gov.cn","http://www.shenyang.gov.cn/hdzm/szxx/xjhf/index.shtml",
"72","498","210400","辽宁省|抚顺市","抚顺市人民政府","1","1","http://www.fushun.gov.cn","http://www.fushun.gov.cn/fushun/036/036009/036009006/",
"73","3102","650104","新疆维吾尔自治区|乌鲁木齐市|新市区","乌鲁木齐高新技术产业开发区(新市区)","1","1","http://www.uhdz.gov.cn/zjgx.htm","http://zwfw.uhdz.gov.cn/api?method=xjgxqWssp.gzcy.wszxList",
"74","3108","650200","新疆维吾尔自治区|克拉玛依市","欢迎访问克拉玛依市政府网站","1","1","http://www.klmy.gov.cn","http://www.klmy.gov.cn/Pages/zmhd.aspx",
"75","3109","650202","新疆维吾尔自治区|克拉玛依市|独山子区","独山子区人民政府门户网站","1","1","http://www.dsz.gov.cn","http://www.dsz.gov.cn/pages/hdjl/InteractiveNav.aspx",
"77","3112","650205","新疆维吾尔自治区|克拉玛依市|乌尔禾区","乌尔禾区公众信息网","1","1","http://www.weh.gov.cn","http://www.bjtq.gov.cn/index_zmhd/index_zmhd_ldxxlb.jsp?urltype=tree.TreeTempUrl&wbtreeid=1933",
"78","3114","650402","新疆维吾尔自治区|吐鲁番市|高昌区","吐鲁番市高昌区人民政府网","1","1","http://www.turpan.gov.cn","http://www.turpan.gov.cn/gzhd/szxx_email_list.jsp?urltype=tree.TreeTempUrl&wbtreeid=15631",
"79","3123","652302","新疆维吾尔自治区|昌吉回族自治州|阜康市","阜康市人民政府","1","1","http://www.fk.gov.cn","http://www.fk.gov.cn/info/iList.jsp?cat_id=33958",
"400","1083","340828","安徽省|安庆市|岳西县","岳西县人民政府网","1","1","http://www.yuexi.gov.cn","http://wlwz.yuexi.gov.cn/",
"70","5010","370271","山东省|青岛市|青岛高新技术产业开发区","青岛高新区·国家自主创新示范园","1","1","http://www.qdhitech.gov.cn","http://govmail.qingdao.gov.cn/deptgovmail/deptgovmail/ReplyInfoList.aspx?departmentGuid=eb48eb48-f399-4ad9-9850-f43e5378cf75",
"81","3080","640205","宁夏回族自治区|石嘴山市|惠农区","惠农区人民政府公众网","1","1","http://www.huinong.gov.cn","http://www.huinong.gov.cn/index.php/letter-list?page=1&status=3",
"82","3086","640324","宁夏回族自治区|吴忠市|同心县","宁夏同心县人民政府","1","1","http://www.nxtx.gov.cn","http://www.nxtx.gov.cn/list.php?catid=6",
"83","3015","623025","甘肃省|甘南藏族自治州|玛曲县","玛曲县","1","1","http://www.maqu.gov.cn","http://www.maqu.gov.cn/7/index.html",
"84","3031","630223","青海省|海东市|互助土族自治县","互助县人民政府网","1","1","http://www.huzhu.gov.cn","http://new.huzhu.gov.cn/",
"85","2988","621125","甘肃省|定西市|漳县","中国·漳县党政网官网","1","1","http://www.zhangxian.gov.cn","http://www.zhangxian.gov.cn/zmhd/index.aspx",
"86","2989","621126","甘肃省|定西市|岷县","岷县党政网","1","1","http://www.mxdz.gov.cn","http://www.mxdz.gov.cn/sjxx/index.asp",
"87","2995","621224","甘肃省|陇南市|康县","甘肃省康县政府门户网","1","1","http://www.gskxzf.gov.cn","http://lnkx.gszwfw.gov.cn/gszw/zxts/frontshow.do?webid=41&sysid=3&type=2&code=",
"88","3003","622922","甘肃省|临夏回族自治州|康乐县","...康乐县人民政府网","1","1","http://www.gskanglexian.gov.cn","http://www.gskanglexian.gov.cn/Broad/BroadList?Catalog=00001,00002",
"89","3006","622925","甘肃省|临夏回族自治州|和政县","和政县人民政府门户网","1","1","http://www.hezheng.gov.cn","http://www.hezheng.gov.cn/Broad/BroadList?Catalog=00001,00002",
"90","3007","622926","甘肃省|临夏回族自治州|东乡族自治县","东乡族自治县人民政府网站","1","1","http://www.dxzzzx.gov.cn","http://www.dxzzzx.gov.cn/Broad/BroadList?Catalog=00001,00002",
"91","2950","620700","甘肃省|张掖市","中国·张掖>>张掖市政府门户网站","1","1","http://www.zhangye.gov.cn","http://www.zhangye.gov.cn/hdjl/ldxx/list.html",
"92","2954","620723","甘肃省|张掖市|临泽县","临泽县新华镇人民政府","1","1","http://www.gslz.gov.cn","http://zmhd.gslzjjjc.com/",
"93","2961","620823","甘肃省|平凉市|崇信县","甘肃崇信","1","1","http://www.chongxin.gov.cn","http://wzly.pingliang.gov.cn/list_5.html",
"94","2972","620982","甘肃省|酒泉市|敦煌市","中国敦煌","1","1","http://www.dunhuang.gov.cn","http://www.dunhuang.gov.cn/apps/zmhd/",
"95","2976","621022","甘肃省|庆阳市|环县","中国·环县","1","1","http://www.huanxian.gov.cn","http://www.huanxian.gov.cn/petition/list",
"96","2922","620105","甘肃省|兰州市|安宁区","兰州市安宁区人民政府网","1","1","http://www.lzanning.gov.cn","http://www.lzanning.gov.cn/channels/ch00015/",
"97","2924","620121","甘肃省|兰州市|永登县","兰州市永登县人民政府","1","1","http://ydx.lanzhou.gov.cn","http://www.lanzhou.gov.cn/lm/front/mailpublist.jsp?sysid=001&sess=0",
"98","2925","620122","甘肃省|兰州市|皋兰县","兰州市皋兰县人民政府","1","1","http://glx.lanzhou.gov.cn/","http://www.lanzhou.gov.cn/lm/front/mailpublist.jsp?sysid=005&sess=0",
"99","3008","622927","甘肃省|临夏回族自治州|积石山保安族东乡族撒拉族自治县","积石山保安族东乡族撒拉族自治县官方网站","1","1","http://www.jss.gov.cn/","http://www.jss.gov.cn/home/liuyan.html",
"100","2968","620922","甘肃省|酒泉市|瓜州县","瓜州在线","1","1","http://www.guazhou.gov.cn","http://61.178.161.191/bbs/showforum.aspx?forumid=8",
"102","2862","610622","陕西省|延安市|延川县","延川县人民政府","1","1","http://www.yanchuan.gov.cn","http://www.yanchuan.gov.cn/form-13.html",
"103","2864","610603","陕西省|延安市|安塞区","延安市安塞区人民政府","1","1","http://www.ansai.gov.cn","http://www.ansai.gov.cn/channels/134.html",
"104","2870","610630","陕西省|延安市|宜川县","宜川县人民政府","1","1","http://www.ycx.gov.cn","http://www.ycx.gov.cn/info/iList.jsp?cat_id=10259&model_id=1&hv_id=1",
"105","406","150702","内蒙古自治区|呼伦贝尔市|海拉尔区","呼伦贝尔市海拉尔区人民政府","1","1","http://www.hailar.gov.cn","http://www.hailar.gov.cn/content/channel/5a5336b27f8b9a712dd809c9/",
"106","243","140302","山西省|阳泉市|城区","阳泉城区政府网","1","1","http://cq.yq.gov.cn/","http://cq.yq.gov.cn/hdlm/lycx/",
"107","996","330900","浙江省|舟山市","中国舟山政府门户网站","1","1","http://www.zhoushan.gov.cn","http://www.zjzxts.gov.cn/sun/satisfaction?page=xjgk&gkbz=1&xfxs=0600&areacode=330900",
"108","937","330205","浙江省|宁波市|江北区","宁波·江北透明·政务","1","1","http://www.nbjiangbei.gov.cn","http://www.zjzxts.gov.cn/sun/satisfaction?city=330200&area=330205&page=xjgk&areacode=330900&cxbz=1&gkbz=1&bt=",
"109","866","320700","江苏省|连云港市"," 江苏省灌南县人民政府门户网站","1","1","http://www.guannan.gov.cn","http://letter.guannan.gov.cn/letter.html",
"110","830","320302","江苏省|徐州市|鼓楼区","中国徐州鼓楼区政府网站","1","1","http://www.xzgl.gov.cn","http://www.xzgl.gov.cn/zm_xx_send.asp?strType=%C7%F8%CE%AF%CA%E9%BC%C7%D0%C5%CF%E4#xx",
"111","830","320302","江苏省|徐州市|鼓楼区","中国徐州鼓楼区政府网站","1","1","http://www.xzgl.gov.cn","http://www.xzgl.gov.cn/zm_xx_send.asp?strType=%C7%F8%B3%A4%D0%C5%CF%E4#xx",
"112","788","232721","黑龙江省|大兴安岭地区|呼玛县","呼玛县政府","1","1","http://www.huma.gov.cn","http://www.huma.gov.cn/supervision/branch/",
"113","762","231005","黑龙江省|牡丹江市|西安区","牡丹江市西安区","1","1","http://www.mdjxa.gov.cn","http://www.mdjxa.gov.cn/index.php?c=message&a=type&tid=188",
"114","765","231083","黑龙江省|牡丹江市|海林市","中国·海林","1","1","http://www.hailin.gov.cn/","http://www.hailin.gov.cn/app/mail/szxx.jsp",
"115","782","231225","黑龙江省|绥化市|明水县","中国明水","1","1","http://www.mingshui.gov.cn/","http://www.mingshui.gov.cn/index.php/letter-list",
"117","750","230883","黑龙江省|佳木斯市|抚远市","中国-抚远","1","1","http://www.hljfy.gov.cn","http://www.hljfy.gov.cn/app/mail_box/xd_list.jsp",
"118","184","130924","河北省|沧州市|海兴县","中国.海兴县人民政府","1","1","http://www.haixing.gov.cn","http://www.haixing.gov.cn/Message_list.asp",
"119","185","130925","河北省|沧州市|盐山县","盐山县人民政府网站","1","1","http://www.chinayanshan.gov.cn","http://www.chinayanshan.gov.cn/?list-107.html",
"80","3079","640202","宁夏回族自治区|石嘴山市|大武口区","中国大武口","1","1","http://www.dwk.gov.cn","http://szsyz.nxszs.gov.cn/appeal/list.jsp?model_id=73,64,65,66,67,68,69,70,71,72&related_dept=217&dept_id=217&tm_id=43",
"116","727","230704","黑龙江省|伊春市|友好区","友好区人民政府","1","1","http://www.yhq.gov.cn","http://www.yhq.gov.cn/poll/surveyList.action?wevsiteId=9c8baa36-8195-467c-a129-8663df036557",
"120","187","130927","河北省|沧州市|南皮县","南皮县人民政府","1","1","http://www.nanpi.gov.cn","http://www.ygnp.gov.cn/view/message_list.aspx",
"121","190","130930","河北省|沧州市|孟村回族自治县","孟村回族自治县人民政府网","1","1","http://www.mengcun.gov.cn","http://www.mengcun.gov.cn/plus/list.php?tid=4",
"122","191","130981","河北省|沧州市|泊头市","中国.泊头人民政府","1","1","http://www.botou.gov.cn","http://www.botou.gov.cn/Message_list.asp",
"123","194","130984","河北省|沧州市|河间市","河间市人民政府","1","1","http://www.hejian.gov.cn","http://www.hejian.gov.cn/HBSC/Services/hejian/mailbox.jsp",
"124","196","131002","河北省|廊坊市|安次区","廊坊市安次区政务网","1","1","http://anci.lf.gov.cn","http://anci.lf.gov.cn/plus/Message.aspx",
"125","197","131003","河北省|廊坊市|广阳区","廊坊市广阳区人民政府门户网站","1","1","http://www.lfgy.gov.cn","http://lfgy.gov.cn/plus/diy.php?action=list&diyid=2",
"126","700","230405","黑龙江省|鹤岗市|兴安区","鹤岗市兴安区人民政府>>首页","1","1","http://www.hgxa.gov.cn","http://www.hgxa.gov.cn/index.php?c=message&a=type&tid=47",
"127","672","230204","黑龙江省|齐齐哈尔市|铁锋区","齐齐哈尔市铁锋区政府","1","1","http://www.tfqzf.gov.cn","http://www.tfqzf.gov.cn/index.php/opinion-main",
"128","634","220800","吉林省|白城市","白城市人民政府","1","1","http://www.jlbc.gov.cn/","http://www.jlbc.gov.cn/hdjl_3211/wlwz/",
"129","635","220802","吉林省|白城市|洮北区","白城市洮北区人民政府","1","1","http://www.taobei.gov.cn","http://www.taobei.gov.cn/hdjl/qzxx/wyxx/index_4019.html?",
"130","636","220821","吉林省|白城市|镇赉县","吉林省镇赉县人民政府","1","1","http://www.jlzhenlai.gov.cn","http://www.jlzhenlai.gov.cn/hudongjiaol/xzxx/",
"131","638","220881","吉林省|白城市|洮南市","洮南市人民政府","1","1","http://www.taonan.gov.cn","http://www.taonan.gov.cn/hdjl/szxx_1764/",
"132","647","222424","吉林省|延边朝鲜族自治州|汪清县","中国汪清政府网站","1","1","http://www.wangqing.gov.cn","http://www.wangqing.gov.cn/hudong.asp",
"134","614","220502","吉林省|通化市|东昌区","通化市东昌区人民政府网","1","1","http://www.dc.gov.cn","http://www.dc.gov.cn/gzcy/zwzx/",
"135","616","220521","吉林省|通化市|通化县","通化县人民政府","1","1","http://www.tonghuaxian.gov.cn/","http://www.tonghuaxian.gov.cn/hdjl/xzxx/",
"136","622","220602","吉林省|白山市|浑江区","浑江区","1","1","http://www.hunjiang.gov.cn","http://www.cbs.gov.cn/hd/xxgx/zwzx/",
"137","633","220781","吉林省|松原市|扶余市","扶余市人民政府","1","1","http://www.jlfy.gov.cn","http://www.jlfy.gov.cn/hdjl/ldxx/",
"138","580","220100","吉林省|长春市","长春市人民政府门户网站","1","1","http://www.changchun.gov.cn/","http://www.changchun.gov.cn/zw/tsfk/",
"139","586","220112","吉林省|长春市|双阳区","双阳区人民政府","1","1","http://www.shuangyang.gov.cn","http://www.shuangyang.gov.cn/gzcy/tsfk.jsp",
"140","552","211102","辽宁省|盘锦市|双台子区","中国辽宁盘锦双台子区人民政府","1","1","http://www.stq.gov.cn","http://www.stq.gov.cn/e/tool/gbook/?bid=2",
"141","526","210781","辽宁省|锦州市|凌海市","凌海市人民政府网","1","1","http://www.lnlh.gov.cn","http://www.lnlh.gov.cn/mzhd.html",
"142","536","210902","辽宁省|阜新市|海州区","阜新市海州区人民政府门户网站","1","1","http://hzq.fuxin.gov.cn","http://www.fxhz.gov.cn/gzjl/wtjd/list.html",
"143","543","211000","辽宁省|辽阳市","辽阳市人民政府网站","1","1","http://www.liaoyang.gov.cn","http://www.liaoyang.gov.cn/lyszf/hdjl/index.html",
"144","502","210411","辽宁省|抚顺市|顺城区","抚顺市顺城区人民政府门户网站","1","1","http://www.fssc.gov.cn","http://www.fssc.gov.cn/form20130706/backmore.aspx",
"145","504","210422","辽宁省|抚顺市|新宾满族自治县","新宾县政府","1","1","http://www.xinbin.gov.cn","http://www.xinbin.gov.cn/guestbook.asp",
"146","505","210423","辽宁省|抚顺市|清原满族自治县","抚顺市清原满族自治县人民政府","1","1","http://www.qingyuan.gov.cn","http://www.qingyuan.gov.cn/list.asp?s=90",
"147","508","210503","辽宁省|本溪市|溪湖区","本溪市溪湖区人民政府","1","1","http://www.xihuqu.gov.cn","http://am.benxi.gov.cn/write/",
"148","478","210181","辽宁省|沈阳市|新民市","新民市政府网","1","1","http://www.xinmin.gov.cn","http://www.xinmin.gov.cn/96123/index.shtml",
"149","480","210202","辽宁省|大连市|中山区","欢迎访问大连市中山区政府网站","1","1","http://www.dlzs.gov.cn","http://minyi.runsky.com/?status=2",
"150","5005","230171","黑龙江省|哈尔滨市|哈尔滨高新技术产业开发区","哈尔滨高新技术产业开发区","1","1","http://www.kaifaqu.com.cn","http://www.kaifaqu.com.cn/gzcy/zxzx/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1128",
"151","3215","659007","新疆维吾尔自治区|双河市","第五师双河市","1","1","http://www.xjshs.gov.cn","http://www.xjshs.gov.cn/hdjl.htm",
"152","3216","659008","新疆维吾尔自治区|可克达拉市","第四师可克达拉市","1","1","http://www.cocodala.gov.cn","http://www.cocodala.gov.cn/zcms/govpubinf/letterlist?SiteID=122&BranchInnerCode=00010038",
"153","3164","653124","新疆维吾尔自治区|喀什地区|泽普县","泽普县人民政府网","1","1","http://www.xjzp.gov.cn/","http://www.xjzp.gov.cn/html/zwxx/",
"154","3186","654022","新疆维吾尔自治区|伊犁哈萨克自治州|察布查尔锡伯自治县","察布查尔锡伯自治县政府网","1","1","http://www.xjcbcr.gov.cn","http://www.xjcbcr.gov.cn/interact/sjmail_list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1323",
"155","3186","654022","新疆维吾尔自治区|伊犁哈萨克自治州|察布查尔锡伯自治县","察布查尔锡伯自治县政府网","1","1","http://www.xjcbcr.gov.cn","http://www.xjcbcr.gov.cn/interact/bmmail_list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1482",
"156","156","130724","河北省|张家口市|沽源县","中国·沽源","1","1","http://www.zjkgy.gov.cn","http://www.zjkgy.gov.cn/interact/list.jsp?module=Mailbox&state=4&areopen=12&title=%E6%9C%80%E6%96%B0%E5%85%AC%E5%BC%80%E7%9A%84%E6%9D%A5%E4%BF%A1%E4%B8%8E%E5%9B%9E%E5%A4%8D",
